Age,Working class,Education,Marital status,Occupation,Relationship,Race,Sex,Hours per week,Country,Salary
23, ?, HS-grad, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
25, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,35, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,27, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,20, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,28, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Other-relative, Black, Male,30, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,30, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,75, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,30, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Other-relative, White, Male,20, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Unmarried, White, Male,50, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,40, United-States, <=50K
21, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, United-States, <=50K
20, Private, 12th, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,60, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,38, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,52, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,42, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,15, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Black, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,22, United-States, <=50K
19, ?, 11th, Never-married, ?, Own-child, White, Female,30, United-States, <=50K
21, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,36, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
24, Private, 9th, Divorced, Other-service, Own-child, White, Female,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,38, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
18, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,10, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,25, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,10, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,48, United-States, <=50K
22, ?, 12th, Never-married, ?, Not-in-family, White, Male,30, United-States, <=50K
24, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,45, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,35, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
25, Private, 11th, Divorced, Other-service, Unmarried, White, Female,12, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,38, United-States, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,55, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K
25, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,30, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,45, United-States, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,24, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
25, Private, 11th, Divorced, Sales, Own-child, White, Female,40, United-States, <=50K
20, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,30, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,26, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,30, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
22, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,30, United-States, <=50K
25, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
22, ?, 12th, Never-married, ?, Own-child, Black, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,3, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K
22, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,40, United-States, <=50K
18, ?, 11th, Never-married, ?, Own-child, White, Male,25, United-States, <=50K
19, ?, 9th, Never-married, ?, Not-in-family, White, Female,25, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,50, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Female,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,40, United-States, <=50K
22, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,43, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,84, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,8, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,40, United-States, <=50K
25, Private, 7th-8th, Never-married, Handlers-cleaners, Unmarried, White, Male,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Other-relative, White, Male,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,20, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,20, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
18, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,60, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,40, United-States, <=50K
19, Federal-gov, 12th, Never-married, Other-service, Own-child, White, Female,30, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
